City,State,Tier,Skill,Skill_Key,City_Key,Rate_Type,Rate_Mode,Unit,Currency,Local_Hourly_Min_INR,Local_Hourly_Max_INR,Local_Day_Min_INR,Local_Day_Max_INR,Platform_Cost_Min_INR,Platform_Cost_Max_INR,Platform_Cost_Basis,Effective_From,Effective_To,Is_Active,Source,Confidence
Indore,Madhya Pradesh,Tier 2,Washing Machine Repair,washing_machine_repair,indore,per_visit,per_visit,visit,INR,,,330,520,499,999,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Indore,Madhya Pradesh,Tier 2,TV / Electronics Repair,tv_repair,indore,per_visit,per_visit,visit,INR,,,250,430,349,799,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Indore,Madhya Pradesh,Tier 2,Mobile Phone Repair,mobile_repair,indore,per_visit,per_visit,visit,INR,,,190,370,249,599,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Indore,Madhya Pradesh,Tier 2,Computer / Laptop Repair,computer_repair,indore,per_visit,per_visit,visit,INR,,,250,460,349,799,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Indore,Madhya Pradesh,Tier 2,Sofa / Upholstery Cleaning,sofa_cleaning,indore,per_visit,per_visit,visit,INR,,,500,880,1000,2000,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Indore,Madhya Pradesh,Tier 2,Landscaping / Gardener,landscaping,indore,mixed,daily,day,INR,58,80,464,640,800,1500,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Indore,Madhya Pradesh,Tier 2,Security Guard,security_guard,indore,mixed,daily,day,INR,58,80,580,800,1100,1800,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Indore,Madhya Pradesh,Tier 2,Driver / Chauffeur,driver,indore,mixed,daily,day,INR,82,110,820,1100,1350,2300,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Indore,Madhya Pradesh,Tier 2,Packers & Movers,packers_movers,indore,per_visit,per_visit,visit,INR,,,2000,3500,3000,7000,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Indore,Madhya Pradesh,Tier 2,Construction Labour / Demolition,construction_labour,indore,mixed,daily,day,INR,72,98,576,784,1000,1700,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Indore,Madhya Pradesh,Tier 2,Other,other,indore,mixed,daily,day,INR,90,118,720,944,1300,2100,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Bhopal,Madhya Pradesh,Tier 2,Painter,painter,bhopal,mixed,daily,day,INR,88,118,700,950,1100,1800,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Bhopal,Madhya Pradesh,Tier 2,Plumber,plumber,bhopal,mixed,daily,day,INR,100,130,800,1040,1600,2800,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Bhopal,Madhya Pradesh,Tier 2,Electrician,electrician,bhopal,mixed,daily,day,INR,100,130,800,1040,1600,2800,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Bhopal,Madhya Pradesh,Tier 2,Carpenter,carpenter,bhopal,mixed,daily,day,INR,95,125,760,1000,1500,2600,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Bhopal,Madhya Pradesh,Tier 2,Mason / Bricklayer,mason,bhopal,mixed,daily,day,INR,80,105,640,840,1100,1900,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Bhopal,Madhya Pradesh,Tier 2,Tiler,tiler,bhopal,mixed,daily,day,INR,90,118,720,944,1200,2000,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Bhopal,Madhya Pradesh,Tier 2,Welder,welder,bhopal,mixed,daily,day,INR,100,132,800,1056,1300,2100,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Bhopal,Madhya Pradesh,Tier 2,AC Technician,ac_technician,bhopal,mixed,daily,day,INR,135,185,1080,1480,2300,4000,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Bhopal,Madhya Pradesh,Tier 2,Deep Cleaning / Housekeeping,deep_cleaning,bhopal,mixed,daily,day,INR,80,108,640,864,1600,3000,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Bhopal,Madhya Pradesh,Tier 2,Pest Control,pest_control,bhopal,per_visit,per_visit,visit,INR,,,700,1200,1200,2200,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Bhopal,Madhya Pradesh,Tier 2,Handyman / General Helper,handyman,bhopal,mixed,daily,day,INR,70,96,560,768,950,1700,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Bhopal,Madhya Pradesh,Tier 2,Waterproofing Specialist,waterproofing,bhopal,mixed,daily,day,INR,115,152,920,1216,1600,2600,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Bhopal,Madhya Pradesh,Tier 2,False Ceiling Specialist,false_ceiling,bhopal,mixed,daily,day,INR,112,148,896,1184,1600,2700,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Bhopal,Madhya Pradesh,Tier 2,Interior Designer (Basic),interior_designer,bhopal,mixed,daily,day,INR,220,350,1760,2800,2800,5800,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Bhopal,Madhya Pradesh,Tier 2,Roofer,roofer,bhopal,mixed,daily,day,INR,95,125,760,1000,1300,2200,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Bhopal,Madhya Pradesh,Tier 2,Flooring Specialist,flooring,bhopal,mixed,daily,day,INR,92,122,736,976,1300,2100,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Bhopal,Madhya Pradesh,Tier 2,Furniture Assembler / Carpenter,furniture_assembler,bhopal,mixed,daily,day,INR,90,120,720,960,1200,2100,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Bhopal,Madhya Pradesh,Tier 2,Geyser / Water Heater Repair,geyser_repair,bhopal,per_visit,per_visit,visit,INR,,,290,460,499,999,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Bhopal,Madhya Pradesh,Tier 2,RO / Water Purifier Service,ro_service,bhopal,per_visit,per_visit,visit,INR,,,210,370,299,599,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Bhopal,Madhya Pradesh,Tier 2,Washing Machine Repair,washing_machine_repair,bhopal,per_visit,per_visit,visit,INR,,,330,520,499,999,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Bhopal,Madhya Pradesh,Tier 2,TV / Electronics Repair,tv_repair,bhopal,per_visit,per_visit,visit,INR,,,250,430,349,799,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Bhopal,Madhya Pradesh,Tier 2,Mobile Phone Repair,mobile_repair,bhopal,per_visit,per_visit,visit,INR,,,190,370,249,599,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Bhopal,Madhya Pradesh,Tier 2,Computer / Laptop Repair,computer_repair,bhopal,per_visit,per_visit,visit,INR,,,250,460,349,799,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Bhopal,Madhya Pradesh,Tier 2,Sofa / Upholstery Cleaning,sofa_cleaning,bhopal,per_visit,per_visit,visit,INR,,,500,880,1000,2000,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Bhopal,Madhya Pradesh,Tier 2,Landscaping / Gardener,landscaping,bhopal,mixed,daily,day,INR,58,80,464,640,800,1500,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Bhopal,Madhya Pradesh,Tier 2,Security Guard,security_guard,bhopal,mixed,daily,day,INR,58,80,580,800,1100,1800,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Bhopal,Madhya Pradesh,Tier 2,Driver / Chauffeur,driver,bhopal,mixed,daily,day,INR,82,110,820,1100,1350,2300,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Bhopal,Madhya Pradesh,Tier 2,Packers & Movers,packers_movers,bhopal,per_visit,per_visit,visit,INR,,,2000,3500,3000,7000,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Bhopal,Madhya Pradesh,Tier 2,Construction Labour / Demolition,construction_labour,bhopal,mixed,daily,day,INR,72,98,576,784,1000,1700,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Bhopal,Madhya Pradesh,Tier 2,Other,other,bhopal,mixed,daily,day,INR,90,118,720,944,1300,2100,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Chandigarh,Punjab/Haryana,Tier 2,Painter,painter,chandigarh,mixed,daily,day,INR,110,145,875,1150,1400,2200,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Chandigarh,Punjab/Haryana,Tier 2,Plumber,plumber,chandigarh,mixed,daily,day,INR,145,185,1160,1480,2500,4000,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Chandigarh,Punjab/Haryana,Tier 2,Electrician,electrician,chandigarh,mixed,daily,day,INR,145,185,1160,1480,2500,4000,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Chandigarh,Punjab/Haryana,Tier 2,Carpenter,carpenter,chandigarh,mixed,daily,day,INR,140,180,1120,1440,2200,3800,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Chandigarh,Punjab/Haryana,Tier 2,Mason / Bricklayer,mason,chandigarh,mixed,daily,day,INR,135,175,1080,1400,1800,3000,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Chandigarh,Punjab/Haryana,Tier 2,Tiler,tiler,chandigarh,mixed,daily,day,INR,130,168,1040,1344,1700,2800,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Chandigarh,Punjab/Haryana,Tier 2,Welder,welder,chandigarh,mixed,daily,day,INR,145,190,1160,1520,1800,2900,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Chandigarh,Punjab/Haryana,Tier 2,AC Technician,ac_technician,chandigarh,mixed,daily,day,INR,170,225,1360,1800,3000,5000,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Chandigarh,Punjab/Haryana,Tier 2,Deep Cleaning / Housekeeping,deep_cleaning,chandigarh,mixed,daily,day,INR,115,148,920,1184,2200,4200,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Chandigarh,Punjab/Haryana,Tier 2,Pest Control,pest_control,chandigarh,per_visit,per_visit,visit,INR,,,1000,1700,1600,3200,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Chandigarh,Punjab/Haryana,Tier 2,Handyman / General Helper,handyman,chandigarh,mixed,daily,day,INR,95,125,760,1000,1400,2300,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Chandigarh,Punjab/Haryana,Tier 2,Waterproofing Specialist,waterproofing,chandigarh,mixed,daily,day,INR,160,205,1280,1640,2300,3700,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Chandigarh,Punjab/Haryana,Tier 2,False Ceiling Specialist,false_ceiling,chandigarh,mixed,daily,day,INR,160,208,1280,1664,2300,3800,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Chandigarh,Punjab/Haryana,Tier 2,Interior Designer (Basic),interior_designer,chandigarh,mixed,daily,day,INR,340,520,2720,4160,4200,8500,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Chandigarh,Punjab/Haryana,Tier 2,Roofer,roofer,chandigarh,mixed,daily,day,INR,135,175,1080,1400,1800,3000,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Chandigarh,Punjab/Haryana,Tier 2,Flooring Specialist,flooring,chandigarh,mixed,daily,day,INR,130,170,1040,1360,1700,2900,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Chandigarh,Punjab/Haryana,Tier 2,Furniture Assembler / Carpenter,furniture_assembler,chandigarh,mixed,daily,day,INR,130,170,1040,1360,1650,2800,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Chandigarh,Punjab/Haryana,Tier 2,Geyser / Water Heater Repair,geyser_repair,chandigarh,per_visit,per_visit,visit,INR,,,400,600,699,1299,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Chandigarh,Punjab/Haryana,Tier 2,RO / Water Purifier Service,ro_service,chandigarh,per_visit,per_visit,visit,INR,,,300,500,449,849,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Chandigarh,Punjab/Haryana,Tier 2,Washing Machine Repair,washing_machine_repair,chandigarh,per_visit,per_visit,visit,INR,,,460,700,749,1399,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Chandigarh,Punjab/Haryana,Tier 2,TV / Electronics Repair,tv_repair,chandigarh,per_visit,per_visit,visit,INR,,,360,600,549,1199,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Chandigarh,Punjab/Haryana,Tier 2,Mobile Phone Repair,mobile_repair,chandigarh,per_visit,per_visit,visit,INR,,,300,550,449,899,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Chandigarh,Punjab/Haryana,Tier 2,Computer / Laptop Repair,computer_repair,chandigarh,per_visit,per_visit,visit,INR,,,360,640,549,1199,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Chandigarh,Punjab/Haryana,Tier 2,Sofa / Upholstery Cleaning,sofa_cleaning,chandigarh,per_visit,per_visit,visit,INR,,,720,1250,1350,2700,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Chandigarh,Punjab/Haryana,Tier 2,Landscaping / Gardener,landscaping,chandigarh,mixed,daily,day,INR,82,110,656,880,1100,2000,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Chandigarh,Punjab/Haryana,Tier 2,Security Guard,security_guard,chandigarh,mixed,daily,day,INR,78,100,780,1000,1400,2300,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Chandigarh,Punjab/Haryana,Tier 2,Driver / Chauffeur,driver,chandigarh,mixed,daily,day,INR,118,155,1180,1550,1900,3200,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Chandigarh,Punjab/Haryana,Tier 2,Packers & Movers,packers_movers,chandigarh,per_visit,per_visit,visit,INR,,,3000,5200,4200,10000,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Chandigarh,Punjab/Haryana,Tier 2,Construction Labour / Demolition,construction_labour,chandigarh,mixed,daily,day,INR,100,135,800,1080,1300,2200,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Chandigarh,Punjab/Haryana,Tier 2,Other,other,chandigarh,mixed,daily,day,INR,125,162,998,1296,1700,2800,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Coimbatore,Tamil Nadu,Tier 2,Painter,painter,coimbatore,mixed,daily,day,INR,65,88,520,700,800,1300,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Coimbatore,Tamil Nadu,Tier 2,Plumber,plumber,coimbatore,mixed,daily,day,INR,75,100,600,800,1200,2000,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Coimbatore,Tamil Nadu,Tier 2,Electrician,electrician,coimbatore,mixed,daily,day,INR,70,100,560,800,1100,1900,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Coimbatore,Tamil Nadu,Tier 2,Carpenter,carpenter,coimbatore,mixed,daily,day,INR,65,92,520,736,1000,1800,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Coimbatore,Tamil Nadu,Tier 2,Mason / Bricklayer,mason,coimbatore,mixed,daily,day,INR,60,85,480,680,800,1400,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Coimbatore,Tamil Nadu,Tier 2,Tiler,tiler,coimbatore,mixed,daily,day,INR,60,85,480,680,800,1400,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Coimbatore,Tamil Nadu,Tier 2,Welder,welder,coimbatore,mixed,daily,day,INR,75,100,600,800,950,1600,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Coimbatore,Tamil Nadu,Tier 2,AC Technician,ac_technician,coimbatore,mixed,daily,day,INR,100,140,800,1120,1600,2800,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Coimbatore,Tamil Nadu,Tier 2,Deep Cleaning / Housekeeping,deep_cleaning,coimbatore,mixed,daily,day,INR,60,82,480,656,1100,2000,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Coimbatore,Tamil Nadu,Tier 2,Pest Control,pest_control,coimbatore,per_visit,per_visit,visit,INR,,,450,800,800,1500,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Coimbatore,Tamil Nadu,Tier 2,Handyman / General Helper,handyman,coimbatore,mixed,daily,day,INR,50,72,400,576,700,1200,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Coimbatore,Tamil Nadu,Tier 2,Waterproofing Specialist,waterproofing,coimbatore,mixed,daily,day,INR,82,112,656,896,1100,1900,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Coimbatore,Tamil Nadu,Tier 2,False Ceiling Specialist,false_ceiling,coimbatore,mixed,daily,day,INR,80,110,640,880,1100,1900,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Coimbatore,Tamil Nadu,Tier 2,Interior Designer (Basic),interior_designer,coimbatore,mixed,daily,day,INR,130,220,1040,1760,1800,3500,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Coimbatore,Tamil Nadu,Tier 2,Roofer,roofer,coimbatore,mixed,daily,day,INR,62,88,496,704,900,1600,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Coimbatore,Tamil Nadu,Tier 2,Flooring Specialist,flooring,coimbatore,mixed,daily,day,INR,60,85,480,680,850,1500,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Coimbatore,Tamil Nadu,Tier 2,Furniture Assembler / Carpenter,furniture_assembler,coimbatore,mixed,daily,day,INR,60,85,480,680,800,1500,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Coimbatore,Tamil Nadu,Tier 2,Geyser / Water Heater Repair,geyser_repair,coimbatore,per_visit,per_visit,visit,INR,,,200,350,350,750,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Coimbatore,Tamil Nadu,Tier 2,RO / Water Purifier Service,ro_service,coimbatore,per_visit,per_visit,visit,INR,,,150,280,220,449,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Coimbatore,Tamil Nadu,Tier 2,Washing Machine Repair,washing_machine_repair,coimbatore,per_visit,per_visit,visit,INR,,,220,400,349,749,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Coimbatore,Tamil Nadu,Tier 2,TV / Electronics Repair,tv_repair,coimbatore,per_visit,per_visit,visit,INR,,,170,330,249,549,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Coimbatore,Tamil Nadu,Tier 2,Mobile Phone Repair,mobile_repair,coimbatore,per_visit,per_visit,visit,INR,,,130,280,179,449,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Coimbatore,Tamil Nadu,Tier 2,Computer / Laptop Repair,computer_repair,coimbatore,per_visit,per_visit,visit,INR,,,170,340,249,549,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Coimbatore,Tamil Nadu,Tier 2,Sofa / Upholstery Cleaning,sofa_cleaning,coimbatore,per_visit,per_visit,visit,INR,,,340,620,700,1400,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Coimbatore,Tamil Nadu,Tier 2,Landscaping / Gardener,landscaping,coimbatore,mixed,daily,day,INR,40,60,320,480,580,1100,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Coimbatore,Tamil Nadu,Tier 2,Security Guard,security_guard,coimbatore,mixed,daily,day,INR,45,62,450,620,850,1400,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Coimbatore,Tamil Nadu,Tier 2,Driver / Chauffeur,driver,coimbatore,mixed,daily,day,INR,62,85,620,850,1050,1750,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Coimbatore,Tamil Nadu,Tier 2,Packers & Movers,packers_movers,coimbatore,per_visit,per_visit,visit,INR,,,1200,2200,2000,4500,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Coimbatore,Tamil Nadu,Tier 2,Construction Labour / Demolition,construction_labour,coimbatore,mixed,daily,day,INR,55,75,440,600,750,1300,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Coimbatore,Tamil Nadu,Tier 2,Other,other,coimbatore,mixed,daily,day,INR,62,85,496,680,900,1550,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Kochi,Kerala,Tier 2,Painter,painter,kochi,mixed,daily,day,INR,155,190,1200,1500,1900,2800,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Kochi,Kerala,Tier 2,Plumber,plumber,kochi,mixed,daily,day,INR,190,245,1520,1960,3500,5500,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Kochi,Kerala,Tier 2,Electrician,electrician,kochi,mixed,daily,day,INR,185,245,1480,1960,3500,5500,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Kochi,Kerala,Tier 2,Carpenter,carpenter,kochi,mixed,daily,day,INR,175,230,1400,1840,2800,4800,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Kochi,Kerala,Tier 2,Mason / Bricklayer,mason,kochi,mixed,daily,day,INR,185,240,1480,1920,2500,4000,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Kochi,Kerala,Tier 2,Tiler,tiler,kochi,mixed,daily,day,INR,175,220,1400,1760,2200,3500,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Kochi,Kerala,Tier 2,Welder,welder,kochi,mixed,daily,day,INR,175,225,1400,1800,2200,3400,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Kochi,Kerala,Tier 2,AC Technician,ac_technician,kochi,mixed,daily,day,INR,175,235,1400,1880,3200,5500,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Kochi,Kerala,Tier 2,Deep Cleaning / Housekeeping,deep_cleaning,kochi,mixed,daily,day,INR,130,165,1040,1320,2600,5000,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Kochi,Kerala,Tier 2,Pest Control,pest_control,kochi,per_visit,per_visit,visit,INR,,,1200,2000,1800,3800,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Kochi,Kerala,Tier 2,Handyman / General Helper,handyman,kochi,mixed,daily,day,INR,105,138,840,1104,1500,2600,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Kochi,Kerala,Tier 2,Waterproofing Specialist,waterproofing,kochi,mixed,daily,day,INR,190,240,1520,1920,2800,4400,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Kochi,Kerala,Tier 2,False Ceiling Specialist,false_ceiling,kochi,mixed,daily,day,INR,185,240,1480,1920,2700,4500,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Kochi,Kerala,Tier 2,Interior Designer (Basic),interior_designer,kochi,mixed,daily,day,INR,380,580,3040,4640,4800,9500,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Kochi,Kerala,Tier 2,Roofer,roofer,kochi,mixed,daily,day,INR,175,225,1400,1800,2300,3900,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Kochi,Kerala,Tier 2,Flooring Specialist,flooring,kochi,mixed,daily,day,INR,168,218,1344,1744,2200,3600,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Kochi,Kerala,Tier 2,Furniture Assembler / Carpenter,furniture_assembler,kochi,mixed,daily,day,INR,162,210,1296,1680,2000,3400,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Kochi,Kerala,Tier 2,Geyser / Water Heater Repair,geyser_repair,kochi,per_visit,per_visit,visit,INR,,,450,650,799,1499,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Kochi,Kerala,Tier 2,RO / Water Purifier Service,ro_service,kochi,per_visit,per_visit,visit,INR,,,340,540,499,999,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Kochi,Kerala,Tier 2,Washing Machine Repair,washing_machine_repair,kochi,per_visit,per_visit,visit,INR,,,500,750,799,1599,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Kochi,Kerala,Tier 2,TV / Electronics Repair,tv_repair,kochi,per_visit,per_visit,visit,INR,,,400,650,599,1299,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Kochi,Kerala,Tier 2,Mobile Phone Repair,mobile_repair,kochi,per_visit,per_visit,visit,INR,,,340,580,499,999,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Kochi,Kerala,Tier 2,Computer / Laptop Repair,computer_repair,kochi,per_visit,per_visit,visit,INR,,,400,680,599,1299,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Kochi,Kerala,Tier 2,Sofa / Upholstery Cleaning,sofa_cleaning,kochi,per_visit,per_visit,visit,INR,,,850,1450,1600,3100,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Kochi,Kerala,Tier 2,Landscaping / Gardener,landscaping,kochi,mixed,daily,day,INR,95,125,760,1000,1300,2400,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Kochi,Kerala,Tier 2,Security Guard,security_guard,kochi,mixed,daily,day,INR,90,115,900,1150,1600,2700,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Kochi,Kerala,Tier 2,Driver / Chauffeur,driver,kochi,mixed,daily,day,INR,130,170,1300,1700,2100,3600,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Kochi,Kerala,Tier 2,Packers & Movers,packers_movers,kochi,per_visit,per_visit,visit,INR,,,3500,6000,5000,12000,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Kochi,Kerala,Tier 2,Construction Labour / Demolition,construction_labour,kochi,mixed,daily,day,INR,175,220,1400,1760,2200,3600,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Kochi,Kerala,Tier 2,Other,other,kochi,mixed,daily,day,INR,145,188,1160,1504,2000,3300,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Visakhapatnam,Andhra Pradesh,Tier 2,Painter,painter,visakhapatnam,mixed,daily,day,INR,65,88,520,700,800,1300,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Visakhapatnam,Andhra Pradesh,Tier 2,Plumber,plumber,visakhapatnam,mixed,daily,day,INR,75,100,600,800,1200,2000,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Visakhapatnam,Andhra Pradesh,Tier 2,Electrician,electrician,visakhapatnam,mixed,daily,day,INR,70,100,560,800,1100,1900,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Visakhapatnam,Andhra Pradesh,Tier 2,Carpenter,carpenter,visakhapatnam,mixed,daily,day,INR,65,92,520,736,1000,1800,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Visakhapatnam,Andhra Pradesh,Tier 2,Mason / Bricklayer,mason,visakhapatnam,mixed,daily,day,INR,60,85,480,680,800,1400,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Visakhapatnam,Andhra Pradesh,Tier 2,Tiler,tiler,visakhapatnam,mixed,daily,day,INR,60,85,480,680,800,1400,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
